Start of log for sheep 13
TC, 0,0, 0,0, 0,0, 0,0, 0,0, 31,2, 
L, 13,0, 11/11/18 1:11:54,1541898714, 0,678, 38.8914795,-77.0338669
B, 1,254,42,1854,65535
sheep 13 ready
L, 13,0, 11/11/18 1:12:05,1541898725, 0,678, 38.8914795,-77.0338669
L, 13,0, 11/11/18 1:12:19,1541898739, 0,677, 38.8914795,-77.0338669
L, 13,0, 11/11/18 1:12:29,1541898749, 0,677, 38.8914795,-77.0338669
U,30,  322,330,324,-30, 303,307,303,-30, 349,366,363,-4, 345,359,357,-9, 358,393,387,-6, 715,715,712,-30, 
L, 13,0, 11/11/18 1:12:39,1541898759, 0,677, 38.8914795,-77.0338669
S,3,  325,330,324,-44, 303,307,303,-44, 362,377,363,-18, 355,378,357,-23, 386,395,387,-20, 713,715,712,-44, 
L, 13,0, 11/11/18 1:12:51,1541898771, 0,679, 38.8914795,-77.0338669
L, 13,0, 11/11/18 1:13:02,1541898782, 1,680, 38.8914795,-77.0338669
L, 13,0, 11/11/18 1:13:14,1541898794, 1,675, 38.8914795,-77.0338669
U,16,  324,330,324,-73, 303,307,302,-73, 360,366,363,-47, 345,360,357,-12, 370,393,385,-12, 714,716,712,-73, 
L, 13,0, 11/11/18 1:13:24,1541898804, 1,676, 38.8914795,-77.0338669
L, 13,0, 11/11/18 1:13:38,1541898818, 1,677, 38.8914795,-77.0338669
L, 13,0, 11/11/18 1:13:51,1541898831, 1,677, 38.8914795,-77.0338669
S,3,  324,329,323,-102, 303,307,302,-102, 361,366,363,-76, 355,359,357,-41, 385,394,385,-41, 714,716,713,-102, 
L, 13,0, 11/11/18 1:14:01,1541898841, 1,678, 38.8914795,-77.0338669
R, 10,2, 11/11/18 1:14:05,1541898845, 398,671, 38.8914909,-77.0339050
L, 13,0, 11/11/18 1:14:11,1541898851, 2,678, 38.8914795,-77.0338669
S,2,  325,330,323,-117, 303,307,302,-117, 363,383,360,-91, 355,379,354,-56, 386,396,384,-56, 713,715,713,-117, 
