Start of log for sheep 13
sheep 13 ready
13,0, 9/2/18 8:01:27,1535875287, 0,711, 40.7830276,-119.2063675
13,0, 9/2/18 8:01:42,1535875302, 0,711, 40.7830124,-119.2063675
1,2, 9/2/18 8:01:47,1535875307, 80,673, 40.7829628,-119.2063141
13,0, 9/2/18 8:01:58,1535875318, 0,709, 40.7830162,-119.2063675
13,0, 9/2/18 8:02:14,1535875334, 0,711, 40.7830162,-119.2063675
13,0, 9/2/18 8:02:30,1535875350, 0,713, 40.7830162,-119.2063675
13,0, 9/2/18 8:02:46,1535875366, 1,711, 40.7830162,-119.2063675
13,0, 9/2/18 8:03:04,1535875384, 1,710, 40.7830162,-119.2063675
13,0, 9/2/18 8:03:26,1535875406, 1,709, 40.7830162,-119.2063675
13,0, 9/2/18 8:03:41,1535875421, 1,712, 40.7830200,-119.2063675
3,2, 9/2/18 8:00:49,1535875249, 98,680, 40.7830048,-119.2062836
13,0, 9/2/18 8:03:57,1535875437, 2,707, 40.7830200,-119.2063675
1,2, 9/2/18 8:04:01,1535875441, 82,657, 40.7829628,-119.2063141
2,2, 9/2/18 8:04:05,1535875445, 90,0, 40.7829399,-119.2062683
13,0, 9/2/18 8:04:12,1535875452, 2,711, 40.7830200,-119.2063675
13,0, 9/2/18 8:04:30,1535875470, 2,710, 40.7830200,-119.2063675
13,0, 9/2/18 8:04:48,1535875488, 2,709, 40.7830200,-119.2063675
13,0, 9/2/18 8:05:10,1535875510, 3,706, 40.7830162,-119.2063675
2,2, 9/2/18 8:05:13,1535875513, 91,0, 40.7829399,-119.2062683
13,0, 9/2/18 8:05:34,1535875534, 3,711, 40.7830162,-119.2063446
13,0, 9/2/18 8:05:50,1535875550, 3,704, 40.7830124,-119.2063446
13,0, 9/2/18 8:06:06,1535875566, 3,704, 40.7829933,-119.2063141
13,0, 9/2/18 8:06:22,1535875582, 4,708, 40.7829781,-119.2062988
13,0, 9/2/18 8:06:37,1535875597, 4,707, 40.7829819,-119.2062988
13,0, 9/2/18 8:06:53,1535875613, 4,707, 40.7829819,-119.2062988
13,0, 9/2/18 8:07:08,1535875628, 4,704, 40.7829819,-119.2062988
1,2, 9/2/18 8:07:22,1535875642, 85,671, 40.7829628,-119.2063141
13,0, 9/2/18 8:07:27,1535875647, 5,708, 40.7829819,-119.2062988
2,2, 9/2/18 8:07:26,1535875646, 93,0, 40.7829399,-119.2062683
3,2, 9/2/18 8:04:10,1535875450, 101,673, 40.7830048,-119.2062836
13,0, 9/2/18 8:07:42,1535875662, 5,711, 40.7829819,-119.2062988
13,0, 9/2/18 8:07:58,1535875678, 5,709, 40.7829819,-119.2062988
13,0, 9/2/18 8:08:13,1535875693, 5,706, 40.7829819,-119.2062988
1,2, 9/2/18 8:08:29,1535875709, 86,662, 40.7829666,-119.2063141
13,0, 9/2/18 8:08:35,1535875715, 6,704, 40.7829857,-119.2062988
2,2, 9/2/18 8:08:34,1535875714, 94,0, 40.7829399,-119.2062683
3,2, 9/2/18 8:05:17,1535875517, 103,664, 40.7830048,-119.2062836
13,0, 9/2/18 8:08:54,1535875734, 6,710, 40.7829933,-119.2063293
13,0, 9/2/18 8:09:11,1535875751, 6,709, 40.7830009,-119.2062988
13,0, 9/2/18 8:09:28,1535875768, 6,705, 40.7830200,-119.2061996
1,2, 9/2/18 8:09:36,1535875776, 87,671, 40.7829666,-119.2063141
13,0, 9/2/18 8:09:46,1535875786, 7,711, 40.7829742,-119.2062836
3,2, 9/2/18 8:06:24,1535875584, 104,678, 40.7830048,-119.2062836
13,0, 9/2/18 8:10:05,1535875805, 7,712, 40.7829666,-119.2062302
13,0, 9/2/18 8:10:26,1535875826, 7,706, 40.7829742,-119.2061996
13,0, 9/2/18 8:10:42,1535875842, 7,703, 40.7829819,-119.2062836
13,0, 9/2/18 8:11:04,1535875864, 8,711, 40.7829399,-119.2062988
3,2, 9/2/18 8:07:31,1535875651, 105,680, 40.7830048,-119.2062836
13,0, 9/2/18 8:11:22,1535875882, 8,709, 40.7829094,-119.2063141
13,0, 9/2/18 8:11:44,1535875904, 8,706, 40.7829971,-119.2062683
2,2, 9/2/18 8:11:54,1535875914, 97,0, 40.7829399,-119.2062683
13,0, 9/2/18 8:12:07,1535875927, 8,709, 40.7830124,-119.2062683
13,0, 9/2/18 8:12:29,1535875949, 9,707, 40.7830124,-119.2062683
11,2, 9/2/18 8:12:30,1535875950, 118,694, 40.7830238,-119.2061539
13,0, 9/2/18 8:12:45,1535875965, 9,704, 40.7830124,-119.2062683
13,0, 9/2/18 8:13:01,1535875981, 9,707, 40.7830124,-119.2062683
2,2, 9/2/18 8:13:01,1535875981, 98,0, 40.7829399,-119.2062683
13,0, 9/2/18 8:13:19,1535875999, 9,710, 40.7830124,-119.2062683
13,0, 9/2/18 8:13:37,1535876017, 10,708, 40.7830162,-119.2062531
11,2, 9/2/18 8:13:37,1535876017, 119,688, 40.7831039,-119.2060928
13,0, 9/2/18 8:13:52,1535876032, 10,707, 40.7830124,-119.2062531
1,2, 9/2/18 8:14:04,1535876044, 91,664, 40.7830353,-119.2062836
13,0, 9/2/18 8:14:07,1535876047, 10,710, 40.7830124,-119.2062531
13,0, 9/2/18 8:14:29,1535876069, 10,701, 40.7830124,-119.2062531
13,0, 9/2/18 8:14:47,1535876087, 11,710, 40.7830124,-119.2062531
13,0, 9/2/18 8:15:02,1535876102, 11,709, 40.7830124,-119.2062531
2,2, 9/2/18 8:15:15,1535876115, 100,0, 40.7829399,-119.2062607
13,0, 9/2/18 8:15:17,1535876117, 11,709, 40.7830124,-119.2062531
13,0, 9/2/18 8:15:34,1535876134, 11,709, 40.7830124,-119.2062531
13,0, 9/2/18 8:15:49,1535876149, 12,708, 40.7830124,-119.2062531
13,0, 9/2/18 8:16:04,1535876164, 12,706, 40.7830124,-119.2062531
13,0, 9/2/18 8:16:19,1535876179, 12,705, 40.7830124,-119.2062531
2,2, 9/2/18 8:16:22,1535876182, 101,0, 40.7829399,-119.2062607
13,0, 9/2/18 8:16:34,1535876194, 12,703, 40.7830124,-119.2062531
13,0, 9/2/18 8:16:54,1535876214, 13,708, 40.7830124,-119.2062531
13,0, 9/2/18 8:17:15,1535876235, 13,706, 40.7830124,-119.2062531
1,2, 9/2/18 8:17:26,1535876246, 94,650, 40.7829285,-119.2063751
13,0, 9/2/18 8:17:30,1535876250, 13,708, 40.7830086,-119.2062531
13,0, 9/2/18 8:17:45,1535876265, 13,706, 40.7830086,-119.2062531
